,winery,variety,country,province,price,points
20917,Quarles Harris,Port,Portugal,Port,18.0,92
20918,Montes,Cabernet Sauvignon,Chile,Colchagua Valley,13.0,82
20919,Lucas & Lewellen,Malbec,US,California,20.0,86
20920,Fattoria Il Colombaio,Red Blend,Italy,Tuscany,18.0,87
20921,Drew,Pinot Noir,US,California,45.0,89
20922,Cusumano,Insolia,Italy,Sicily & Sardinia,18.0,87
20923,Plozner,Sauvignon,Italy,Northeastern Italy,17.0,88
20924,Williams Selyem,Pinot Noir,US,California,62.0,94
20925,Andeluna,Cabernet Sauvignon,Argentina,Mendoza Province,11.0,84
20926,St. Christopher,Riesling,Germany,Mosel,12.0,88
20927,Redbank,Pinot Grigio,Australia,Victoria,10.0,86
20928,Dow's,Port,Portugal,Port,83.0,93
20929,Scott Paul,Pinot Noir,US,Oregon,83.0,93
20930,Saviah,Syrah,US,Washington,60.0,94
20931,Louis Jadot,Gamay,France,Beaujolais,14.0,84
20932,Bolney Wine Estate,Pinot Noir,England,England,51.0,90
20933,Montecillo,Tempranillo,Spain,Northern Spain,35.0,91
20934,Palazzo Vecchio,Red Blend,Italy,Tuscany,45.0,92
20935,Il Palazzone,Sangiovese,Italy,Tuscany,170.0,95
20936,A. D. Coutelas,Chardonnay,France,Champagne,50.0,88
20937,Kabaj,White Blend,Slovenia,Goriska Brda,90.0,90
20938,Simonsig,Chenin Blanc,South Africa,Stellenbosch,11.0,86
20939,Pala,Nuragus,Italy,Sicily & Sardinia,16.0,88
20940,Piquentum,Malvasia,Croatia,Istria,20.0,87
20941,Cave de Lugny,Chardonnay,France,Burgundy,15.0,86
20942,Black Stallion,Chardonnay,US,California,35.0,89
20943,Little Black Dress,Pinot Noir,France,Languedoc-Roussillon,10.0,84
20944,Holly's Hill,Red Blend,US,California,32.0,90
20945,Hahn,G-S-M,US,California,14.0,83
20946,Cascina Ballarin,Nebbiolo,Italy,Piedmont,59.0,91
20947,Cave Spring,Pinot Noir,Canada,Ontario,20.0,88
20948,Cupano,Sangiovese Grosso,Italy,Tuscany,130.0,93
20949,Nelson Neves,Merlot,Portugal,Bairrada,12.0,88
20950,Schloss Johannisberger,Riesling,Germany,Rheingau,50.0,88
20951,Opolo,Zinfandel,US,California,29.0,81
20952,Franz Haas,White Blend,Italy,Northeastern Italy,24.0,92
20953,Eternal,Bordeaux-style Red Blend,US,Washington,35.0,89
20954,Canyon Wind,Petit Verdot,US,Colorado,30.0,85
20955,Sineann,Grüner Veltliner,US,Washington,18.0,89
20956,Ciabot Berton,Nebbiolo,Italy,Piedmont,66.0,94
20957,Clos Poggiale,Provence red blend,France,France Other,30.0,90
20958,Bret Brothers,Chardonnay,France,Burgundy,40.0,88
20959,Rocca Giovanni,Nebbiolo,Italy,Piedmont,45.0,91
20960,Castello Montauto,Red Blend,Italy,Tuscany,16.0,87
20961,Cape Point Vineyards,Bordeaux-style White Blend,South Africa,Cape Peninsula,65.0,92
20962,Domaine Zinck,Riesling,France,Alsace,49.0,94
20963,La Castellina,Red Blend,Italy,Tuscany,48.0,89
20964,William Fèvre,Chardonnay,France,Burgundy,40.0,90
20965,Hugl-Wimmer,Grüner Veltliner,Austria,Niederösterreich,13.0,88
20966,Williams Selyem,Pinot Noir,US,California,52.0,95
20967,Castello del Poggio,Moscato,Italy,Piedmont,15.0,86
20968,Kracher,Scheurebe,Austria,Burgenland,125.0,97
20969,Longoria,Pinot Noir,US,California,50.0,86
20970,Graziano,Petite Sirah,US,California,18.0,88
20971,Villa Annaberta,Red Blend,Italy,Veneto,40.0,90
20972,Elk Cove,Pinot Noir,US,Oregon,60.0,94
20973,Fiuza,Touriga Nacional-Cabernet Sauvignon,Portugal,Tejo,9.0,86
20974,Boedecker Cellars,Pinot Gris,US,Oregon,18.0,88
20975,Sutter Home,Zinfandel,US,California,6.0,83
20976,Quinta de Chocapalha,Portuguese Red,Portugal,Lisboa,40.0,93
20977,Lafond,Syrah,US,California,23.0,87
20978,Alta Vista,Cabernet Sauvignon,Argentina,Mendoza Province,14.0,87
20979,Louis Latour,Pinot Noir,France,Burgundy,38.0,87
20980,Dolce,Semillon-Sauvignon Blanc,US,California,85.0,98
20981,Muri-Gries,Lagrein,Italy,Northeastern Italy,18.0,87
20982,Ceretto,Arneis,Italy,Piedmont,27.0,87
20983,Castello d'Alba,Portuguese Red,Portugal,Douro,10.0,84
20984,Damiani,Meritage,US,New York,27.0,88
20985,Cantina Produttori San,Lagrein,Italy,Northeastern Italy,25.0,89
20986,Frederico Meireles &,Portuguese Red,Portugal,Douro,20.0,86
20987,Zuccardi,Bonarda,Argentina,Mendoza Province,15.0,89
20988,DiamAndes,Chardonnay,Argentina,Mendoza Province,11.0,86
20989,Maison Stéphane Brocard,Chardonnay,France,Burgundy,15.0,84
20990,10 Knots,Viognier,US,California,22.0,84
20991,Château de Jurque,Petit Manseng,France,Southwest France,32.0,92
20992,The Williamsburg Winery,Chardonnay,US,Virginia,22.0,84
20993,Yabby Lake Vineyard,Pinot Noir,Australia,Victoria,48.0,84
20994,Terras de Alter,Touriga Nacional,Portugal,Alentejano,20.0,90
20995,Keenan,Merlot,US,California,36.0,87
20996,Vecchia Cantina di,Red Blend,Italy,Tuscany,19.0,87
20997,Château la Louvière,Bordeaux-style White Blend,France,Bordeaux,77.0,87
20998,Rex Hill,Chardonnay,US,Oregon,33.0,93
20999,Vignerons de Buxy,Pinot Noir,France,Burgundy,16.0,85
21000,Dowsett Family,Rhône-style Red Blend,US,Washington,30.0,93
21001,Inspire Moore,Riesling,US,New York,15.0,90
21002,Cave Spring,Cabernet Franc,Canada,Ontario,20.0,89
21003,Château Belle-Vue,Bordeaux-style Red Blend,France,Bordeaux,22.0,88
21004,Château Los Boldos,Sauvignon Blanc,Chile,Rapel Valley,13.0,85
21005,Ceago Vinegarden,Merlot,US,California,39.0,91
21006,Cave de Turckheim,Pinot Gris,France,Alsace,20.0,90
21007,Cantina della Volta,Lambrusco di Sorbara,Italy,Central Italy,25.0,87
21008,Chime,Cabernet Sauvignon,US,California,13.0,85
21009,Wetzel Estate,Sparkling Blend,US,Oregon,30.0,87
21010,August Kesseler,Riesling,Germany,Rheingau,28.0,90
21011,Montes,Carmenère,Chile,Colchagua Valley,48.0,91
21012,Va Piano,Chardonnay,US,Washington,40.0,89
21013,Bonacchi,Sangiovese Grosso,Italy,Tuscany,38.0,90
21014,Keller Estate,Rosé,US,California,22.0,90
21015,Vilerma,White Blend,Spain,Galicia,18.0,89
21016,Château Haut-Lansac,Bordeaux-style Red Blend,France,Bordeaux,21.0,83
21017,Bodegas Gutiérrez de,Red Blend,Spain,Spain Other,25.0,85
21018,Chateau Morrisette,White Blend,US,Virginia,20.0,85
21019,Graf Hardegg,Grüner Veltliner,Austria,Niederösterreich,25.0,88
21020,Sparkling Pointe,Sparkling Blend,US,New York,75.0,90
21021,Piper-Heidsieck,Champagne Blend,France,Champagne,32.0,88
21022,Santa Sofia,Red Blend,Italy,Veneto,110.0,92
21023,Fratelli Berlucchi,Sparkling Blend,Italy,Lombardy,28.0,88
21024,Piazzo Armando,Nebbiolo,Italy,Piedmont,50.0,90
21025,Green Truck,Cabernet Sauvignon,US,California,14.0,82
21026,Joseph Drouhin,Chardonnay,France,Burgundy,52.0,90
21027,Melini,Sangiovese,Italy,Tuscany,26.0,89
21028,Keating,Cabernet Sauvignon,US,California,48.0,88
21029,Sokol Blosser,Pinot Noir,US,Oregon,70.0,90
21030,Minassian-Young,Rhône-style Red Blend,US,California,22.0,86
21031,Viñas del Cenit,Tempranillo,Spain,Central Spain,15.0,88
21032,Las Positas,White Blend,US,California,30.0,89
21033,Peachy Canyon,Zinfandel,US,California,40.0,88
21034,Paoletti,Cabernet Sauvignon-Cabernet Franc,US,California,69.0,86
21035,Pertinace,Nebbiolo,Italy,Piedmont,35.0,92
21036,Biutiful,Sparkling Blend,Spain,Catalonia,15.0,88
21037,Ronco Blanchis,Friulano,Italy,Northeastern Italy,20.0,89
21038,Adelsheim,Pinot Noir,US,Oregon,105.0,92
21039,Willamette Valley Vineyards,Pinot Noir,US,Oregon,45.0,91
21040,J. Bookwalter,Red Blend,US,Washington,55.0,90
21041,Lazo,Sauvignon Blanc,Chile,Central Valley,9.0,84
21042,Rodney Strong,Chardonnay,US,California,22.0,87
21043,Bella Grace,Barbera,US,California,25.0,89
21044,Casal da Coelheira,Portuguese White,Portugal,Tejo,18.0,90
21045,Fujishin,Tempranillo,US,Idaho,22.0,82
21046,Parker,Barbera,US,California,28.0,87
21047,Pipers Brook Vineyard,Riesling,Australia,Tasmania,19.0,87
21048,Guenoc,Petite Sirah,US,California,20.0,90
21049,Three Rivers,Syrah,US,Washington,39.0,87
21050,Kirkland Signature,Meritage,US,California,11.0,85
21051,Grindstone,Red Blend,US,California,16.0,88
21052,Mount Fishtail,Sauvignon Blanc,New Zealand,Marlborough,15.0,88
21053,Maximin Grünhäuser,Riesling,Germany,Mosel,34.0,91
21054,Dutton Estate,Chardonnay,US,California,40.0,84
21055,Kristodd,Cabernet Sauvignon,US,California,125.0,88
21056,Penner-Ash,Pinot Noir,US,Oregon,65.0,91
21057,Foxen,Grenache-Mourvèdre,US,California,44.0,89
21058,Cloudlift Cellars,Petite Verdot,US,Washington,32.0,89
21059,Foundry Vineyards,Cabernet Sauvignon,US,Washington,42.0,87
21060,Midnight,Syrah,US,California,32.0,88
21061,Torrevento,Primitivo,Italy,Southern Italy,15.0,89
21062,Gustave Lorentz,Riesling,France,Alsace,60.0,95
21063,Volker Eisele Family,Bordeaux-style Red Blend,US,California,75.0,90
21064,Château Vartely,Cabernet Sauvignon,Moldova,Moldova,25.0,89
21065,Adelsheim,Pinot Noir,US,Oregon,32.0,87
21066,Tenuta delle Terre,White Blend,Italy,Sicily & Sardinia,20.0,90
21067,Château d'Aydie,Tannat-Cabernet,France,Southwest France,11.0,85
21068,Barone Montalto,White Blend,Italy,Sicily & Sardinia,15.0,86
21069,Santa Barbara Winery,Chardonnay,US,California,17.0,89
21070,Patz & Hall,Chardonnay,US,California,60.0,91
21071,Undurraga,Sauvignon Blanc,Chile,Leyda Valley,20.0,87
21072,Tenuta Rocca,Nebbiolo,Italy,Piedmont,69.0,87
21073,Donnafugata,Red Blend,Italy,Sicily & Sardinia,85.0,91
21074,Château Bélingard,Rosé,France,Southwest France,12.0,85
21075,Ravenswood,Zinfandel,US,California,35.0,90
21076,Schloss Johannisberger,Riesling,Germany,Rheingau,75.0,91
21077,Lazzeretti,Sangiovese,Italy,Tuscany,120.0,95
21078,Dr. Loosen,Riesling,Germany,Mosel,27.0,90
21079,Mont Marçal,Sparkling Blend,Spain,Catalonia,27.0,87
21080,Chono,Syrah,Chile,Maipo Valley,11.0,87
21081,Convergence Zone,Chenin Blanc,US,Washington,19.0,85
21082,Global Wines,Portuguese White,Portugal,Dão,14.0,91
21083,Palmer & Co,Chardonnay,France,Champagne,79.0,89
21084,Charles Orban,Champagne Blend,France,Champagne,50.0,87
21085,Mancura,Red Blend,Chile,Maipo Valley,16.0,88
21086,Cortes de Cima,Cabernet Sauvignon,Portugal,Alentejano,45.0,90
21087,Paul Prieur et,Pinot Noir,France,Loire Valley,25.0,89
21088,Tagaris,Red Blend,US,Washington,55.0,86
21089,Marqués de Elciego,Tempranillo,Spain,Northern Spain,69.0,93
21090,Steindorfer,St. Laurent,Austria,Burgenland,34.0,90
21091,Rosenblum,Cabernet Sauvignon,US,California,13.0,82
21092,Achaval-Ferrer,Malbec,Argentina,Mendoza Province,140.0,93
21093,Bonny Doon,Rosé,US,California,18.0,89
21094,Summers,Cabernet Sauvignon,US,California,65.0,92
21095,Roccheviberti,Nebbiolo,Italy,Piedmont,30.0,89
21096,Porta,Carmenère,Chile,Maipo Valley,9.0,86
21097,Balverne,Chardonnay,US,California,25.0,85
21098,Vinos de Arganza,Mencía,Spain,Northern Spain,21.0,88
21099,Herdade Grande,Portuguese White,Portugal,Alentejano,15.0,88
21100,Marcolino Sebo,Portuguese Red,Portugal,Alentejo,17.0,87
21101,Casa Santa Vitória,Portuguese Red,Portugal,Alentejano,26.0,91
21102,Grove Mill,Riesling,New Zealand,Marlborough,15.0,84
21103,La Corsa,Vermentino,Italy,Tuscany,20.0,87
21104,Casca Wines,Rosé,Portugal,Douro,10.0,84
21105,Bodegas Bilbainas,Tempranillo,Spain,Northern Spain,15.0,89
21106,Terralsole,Merlot,Italy,Tuscany,65.0,88
21107,Four Sisters Ranch,Red Blend,US,California,27.0,88
21108,Newhouse Family,Aligoté,US,Washington,36.0,87
21109,Melini,Sangiovese,Italy,Tuscany,18.0,87
21110,Hestan,Cabernet Sauvignon,US,California,60.0,93
21111,Frédéric Mallo,Riesling,France,Alsace,19.0,87
21112,Messias,Portuguese Red,Portugal,Douro,15.0,89
21113,David Fulton,Petite Sirah,US,California,48.0,91
21114,Thirsty Owl Wine,Gewürztraminer,US,New York,19.0,88
21115,Le Strette,Nebbiolo,Italy,Piedmont,60.0,94
21116,Hentley Farm,Zinfandel,Australia,South Australia,32.0,90
21117,Alamos,Torrontés,Argentina,Mendoza Province,13.0,85
21118,Buttonwood,Sauvignon Blanc,US,California,16.0,88
21119,Monte Volpe,Aglianico,US,California,28.0,92
21120,Jean-Luc and Paul,Gamay,France,Beaujolais,22.0,84
21121,Il Feuduccio Di,Montepulciano,Italy,Central Italy,39.0,90
21122,As Laxas,Albariño,Spain,Galicia,22.0,90
21123,Alain Jaume et,Rhône-style Red Blend,France,Rhône Valley,33.0,91
21124,Trinchero,Cabernet Sauvignon,US,California,45.0,90
21125,Robert Weil,Riesling,Germany,Rheingau,775.0,97
21126,Zantho,Zweigelt,Austria,Burgenland,13.0,87
21127,Matetic,Gewürztraminer,Chile,San Antonio,20.0,87
21128,Efeste,Cabernet Sauvignon,US,Washington,60.0,92
21129,Lexington,Cabernet Sauvignon,US,California,55.0,93
21130,Caligiore,Syrah,Argentina,Mendoza Province,15.0,85
21131,Clavo Cellars,Vermentino,US,California,25.0,86
21132,Sparkman,Sauvignon Blanc,US,Washington,22.0,88
21133,Bodegas Gutiérrez de,Muscat,Spain,Levante,29.0,91
21134,Corbett Canyon,Merlot,US,California,10.0,84
21135,Domaine Laurens,Rosé,France,Southwest France,15.0,88
21136,Weszeli,Riesling,Austria,Kamptal,40.0,93
21137,Vitkin,Carignan,Israel,Israel,39.0,90
21138,Château Timberlay,Bordeaux-style Red Blend,France,Bordeaux,17.0,85
21139,Cooper-Garrod,Bordeaux-style Red Blend,US,California,41.0,88
21140,Donna Anita,Arneis,Italy,Piedmont,15.0,86
21141,Carmel,Cabernet Sauvignon,Israel,Galilee,20.0,90
21142,Condesa de Leganza,Tempranillo,Spain,Central Spain,12.0,87
21143,Real Companhia Velha,Portuguese Red,Portugal,Douro,15.0,90
21144,ZD,Chardonnay,US,California,75.0,92
21145,Tegernseerhof,Riesling,Austria,Wachau,20.0,90
21146,Tenimenti Luigi D'Alessandro,Syrah,Italy,Tuscany,60.0,91
21147,Parsonage Village,Cabernet Sauvignon,US,California,36.0,84
21148,Quinta do Passadouro,Portuguese White,Portugal,Douro,15.0,86
21149,Vina Robles,Chardonnay,US,California,17.0,88
21150,Virna Borgogno,Red Blend,Italy,Piedmont,18.0,87
21151,Nicholson Ranch,Chardonnay,US,California,36.0,90
21152,Georges Duboeuf,Gamay,France,Beaujolais,20.0,88
21153,Tenuta Sette Ponti,Red Blend,Italy,Tuscany,100.0,96
21154,Pedroncelli,Zinfandel,US,California,12.0,87
21155,TintoNegro,Malbec,Argentina,Mendoza Province,100.0,91
21156,Castelli del Grevepesa,Red Blend,Italy,Tuscany,50.0,88
21157,Klaus Lentsch,Veltliner,Italy,Northeastern Italy,28.0,89
21158,Mattina Fiore,Grenache,US,California,60.0,93
21159,Sweet Cheeks,Syrah,US,Oregon,28.0,82
21160,Artemayor,Bobal,Spain,Levante,46.0,87
21161,Duval & Blanchet,Merlot,France,Bordeaux,18.0,85
21162,Neil Ellis,Sauvignon Blanc,South Africa,Western Cape,14.0,86
21163,La Fusina,Dolcetto,Italy,Piedmont,28.0,87
21164,Casaleiro,Portuguese Red,Portugal,Ribatejo,6.0,83
21165,Arboleda,Sauvignon Blanc,Chile,Aconcagua Costa,20.0,88
21166,Equilibrio,Monastrell-Syrah,Spain,Levante,12.0,82
21167,Lange,Pinot Gris,US,Oregon,28.0,91
21168,Warwick,Pinotage,South Africa,Stellenbosch,18.0,84
21169,Armida,Sauvignon Blanc,US,California,20.0,90
21170,Merry Edwards,Pinot Noir,US,California,36.0,94
21171,Dissident,Red Blend,Chile,Curicó Valley,10.0,83
21172,Bota Box,Cabernet Sauvignon,US,California,20.0,86
21173,Stephen Ross,Pinot Gris,US,California,22.0,88
21174,Bergevin Lane,Viognier,US,Washington,25.0,90
21175,Château Penin,Bordeaux-style Red Blend,France,Bordeaux,19.0,88
21176,Sheldon,Graciano,US,California,48.0,94
21177,Ottimino Vineyards,Zinfandel,US,California,29.0,90
21178,Buena Vista,Red Blend,US,California,20.0,85
21179,Tenimenti Famiglia Cavallero,Nebbiolo,Italy,Piedmont,70.0,89
21180,Broccardo,Barbera,Italy,Piedmont,24.0,88
21181,Quintana de Cue,Tempranillo,Spain,Northern Spain,35.0,90
21182,Peirano,Moscato,US,California,13.0,88
21183,Jacob Franklin,Petite Sirah,US,California,65.0,90
21184,Terras de Alter,Alfrocheiro,Portugal,Alentejano,14.0,86
21185,Paul Jaboulet Aîné,Rhône-style Red Blend,France,Rhône Valley,100.0,93
21186,Donnafugata,Red Blend,Italy,Sicily & Sardinia,15.0,87
21187,Anam Cara,Riesling,US,Oregon,22.0,87
21188,Kohl,Grüner Veltliner,Austria,Niederösterreich,22.0,90
21189,Frank Family,Bordeaux-style Red Blend,US,California,150.0,89
21190,CVNE,Tempranillo,Spain,Northern Spain,27.0,90
21191,Earthshaker,Syrah,US,California,16.0,84
21192,Maurice Schoech &,Alsace white blend,France,Alsace,18.0,86
21193,Cobblestone,Cabernet Sauvignon,US,California,69.0,90
21194,Bjornstad,Chardonnay,US,California,40.0,94
21195,Coiron,Malbec,Argentina,Mendoza Province,11.0,85
21196,Herdade da Gâmbia,Portuguese Red,Portugal,Península de Setúbal,17.0,85
21197,Napa Valley Cattle,Cabernet Sauvignon,US,California,49.0,90
21198,Thirteen Appellations,Meritage,US,California,80.0,87
21199,Plantagenet,Shiraz,Australia,Western Australia,29.0,91
21200,Stift Göttweig,Grüner Veltliner,Austria,Niederösterreich,19.0,90
21201,Lang & Reed,Cabernet Franc,US,California,48.0,90
21202,Georges Duboeuf,Gamay,France,Beaujolais,15.0,86
21203,Kenwood,Zinfandel,US,California,25.0,92
21204,Painous,Sparkling Blend,Spain,Catalonia,15.0,83
21205,Dominio de Atauta,Tinto Fino,Spain,Northern Spain,32.0,92
21206,Michaud,Pinot Noir,US,California,45.0,85
21207,Jacquart,Champagne Blend,France,Champagne,45.0,86
21208,De Lozar,Tempranillo Blend,Spain,Northern Spain,17.0,84
21209,Bell,Cabernet Sauvignon,US,California,60.0,90
21210,Two Sisters,Pinot Noir,US,California,75.0,90
21211,Chacewater,Sauvignon Blanc,US,California,18.0,88
21212,Abacela,Rosé,US,Oregon,18.0,88
21213,Kenwood,Zinfandel,US,California,15.0,86
21214,Virna Borgogno,Nebbiolo,Italy,Piedmont,55.0,88
21215,J. Rickards,Carignane,US,California,28.0,90
21216,Jaxon,Syrah-Grenache,US,Oregon,26.0,91
21217,Gramercy,Syrah,US,Washington,85.0,95
21218,Antadze,Mtsvane,Georgia,Kakheti,25.0,90
21219,Vignerons de Tutiac,Rosé,France,Bordeaux,16.0,87
21220,E. Guigal,Rhône-style Red Blend,France,Rhône Valley,30.0,87
21221,Domaine Rotier,Red Blend,France,Southwest France,45.0,93
21222,Funky Llama,Chardonnay,Argentina,Mendoza Province,6.0,85
21223,Domaine Serene,Rosé,US,Oregon,35.0,91
21224,Portal del Montsant,Cariñena-Garnacha,Spain,Catalonia,31.0,89
21225,Nickel & Nickel,Cabernet Sauvignon,US,California,105.0,94
21226,Viña Casablanca,Syrah,Chile,Casablanca Valley,15.0,88
21227,Round Hill,Cabernet Sauvignon,US,California,8.0,83
21228,Querce Bettina,Sangiovese Grosso,Italy,Tuscany,30.0,89
21229,Domaine Christian Moreau,Chardonnay,France,Burgundy,110.0,95
21230,Terra Andina,Carmenère,Chile,Central Valley,10.0,82
21231,The White Knight,Riesling,US,California,13.0,88
21232,Dowsett Family,Gewürztraminer,US,Washington,22.0,91
21233,Sightglass,Cabernet Franc,US,Washington,40.0,91
21234,Tessa Marie,Sangiovese-Syrah,US,California,36.0,90
21235,Hillinger,Pinot Noir,Austria,Burgenland,22.0,89
21236,Odfjell,Red Blend,Chile,Central Valley,35.0,89
21237,Monte dos Cabaços,Portuguese Red,Portugal,Alentejano,18.0,91
21238,Betz Family,Rhône-style Red Blend,US,Washington,45.0,91
21239,Ridge,Bordeaux-style Red Blend,US,California,40.0,87
21240,Altesino,Sangiovese,Italy,Tuscany,125.0,91
21241,Genium Celler,Red Blend,Spain,Catalonia,40.0,89
21242,Lorenzi Estate,Grenache,US,California,28.0,85
21243,Villa Gianna,Red Blend,Italy,Central Italy,9.0,83
21244,Cottini,Red Blend,Italy,Veneto,16.0,89
21245,Torres,Red Blend,Spain,Catalonia,10.0,86
21246,Benessere,Moscato,US,California,25.0,88
21247,Concannon,Petite Sirah,US,California,38.0,88
21248,San Biagio,Nebbiolo,Italy,Piedmont,46.0,94
21249,Joseph Fritsch,Pinot Gris,France,Alsace,18.0,88
21250,Herdade do Esporão,Portuguese Red,Portugal,Alentejano,60.0,92
21251,Cascina Bruciata,Dolcetto,Italy,Piedmont,19.0,86
21252,Aveleda,Alvarinho,Portugal,Vinho Verde,14.0,89
21253,Shenandoah Vineyards,Sauvignon Blanc,US,California,12.0,85
21254,David Hill,Pinot Noir,US,Oregon,38.0,87
21255,Fritz Haag,Riesling,Germany,Mosel,56.0,94
21256,Walt,Pinot Noir,US,California,75.0,90
21257,Melrose,Pinot Noir,US,Oregon,16.0,83
21258,Viña Mayor,Tempranillo,Spain,Northern Spain,20.0,87
21259,Tapiz,Malbec,Argentina,Mendoza Province,15.0,88
21260,Tercos,Malbec,Argentina,Mendoza Province,12.0,86
21261,Santa Ema,Cabernet Sauvignon,Chile,Maipo Valley,10.0,86
21262,Abbadia Ardenga,Sangiovese,Italy,Tuscany,25.0,88
21263,Whitcraft,Pinot Noir,US,California,60.0,84
21264,Feudi di San,Red Blend,Italy,Southern Italy,20.0,88
21265,Poggio Stenti,Sangiovese,Italy,Tuscany,43.0,90
21266,Occhipinti,Nero d'Avola,Italy,Sicily & Sardinia,42.0,90
21267,Egeo,Verdejo,Spain,Northern Spain,13.0,84
21268,Château Bouissel,Red Blend,France,Southwest France,16.0,88
21269,Château Favray,Sauvignon Blanc,France,Loire Valley,22.0,91
21270,Domaine de la,Pinot Noir,US,California,70.0,93
21271,Albert Morot,Pinot Noir,France,Burgundy,65.0,92
21272,Steele,Pinot Noir,US,California,30.0,87
21273,Bouchard Père &,Pinot Noir,France,Burgundy,225.0,93
21274,Bennett Lane,Merlot,US,California,47.0,90
21275,Château Roques Mauriac,Bordeaux-style White Blend,France,Bordeaux,15.0,88
21276,Terras de Alter,Portuguese White,Portugal,Alentejano,10.0,87
21277,Finca La Mata,Tinto del Pais,Spain,Northern Spain,22.0,88
21278,Hidalgo,Palomino,Spain,Andalucia,24.0,90
21279,Epiphany,Rhône-style Red Blend,US,California,44.0,90
21280,Cantina Produttori Bolzano,Pinot Nero,Italy,Northeastern Italy,38.0,89
21281,Aaron,Rhône-style Red Blend,US,California,44.0,93
21282,Fess Parker,Pinot Noir,US,California,55.0,93
21283,Conn Creek,Cabernet Sauvignon,US,California,90.0,90
21284,Château Fleur de,Bordeaux-style Red Blend,France,Bordeaux,17.0,86
21285,Campolargo,Bical,Portugal,Bairrada,30.0,90
21286,Chalk Hill,Sauvignon Blanc,US,California,30.0,93
21287,L. Tramier &,Pinot Noir,France,Burgundy,35.0,87
21288,Gustave Lorentz,Riesling,France,Alsace,23.0,90
